id,start,end,text,label
6f48bde4442342febbaaf7930784620b,1861,2035,Held that where the evidence of the approver is held not to be very helpful to the prosecution other circumstances besides the evidence of the approver has to be considered ,PREAMBLE
cc0aede8667c4a5a8ed3baa3984d9257,2036,2229,The mere fact that the dead body was pointed out by the appellant or was discovered as a result of a statement made by him would not necessarily lead to the conclusion of the offence of murder ,PREAMBLE
e9614a2fd07740edbfd2b4a9fec4781b,2229,2643, In the present case beside the evidence of the approver the appellant s pointing out of the dead body his pointing out the silver buttons of the deceased which were stained with human blood and the presence of his hairs on a pania scraf on which there were the hairs of the deceased also are important facts which are sufficient evidence to connect the appellant with the commission of the offence ,PREAMBLE
a57325bab929449e91295817012dc6c1,2654,2925,Held further that writers of medical jurisprudence have stated that from microscopic examination of the hairs it is possible to say whether they are of the same or of different colours or sizes and from the examination it may help in deciding where the hairs come from ,PREAMBLE
08de36c00a0c4568b97b7e7f48d44282,2925,3073, Vemireddy Satyanarayan Reddy v State of Hyderabad 1956 S C R 247 and Wasim Khan v State of Uttar Pradesh 1956 S C R 191 relied,PREAMBLE
649de37d926148b194337dc70d1f171d,3073,3088, on JUDGMENT ,PREAMBLE
f84273bdc40e4597803fc75f8107325b,3088,3130, CRIMINAL APPELLATE JURISDICTION ,NONE
e8e635c7074348d7b42c7484db7375aa,3131,3163,Criminal Appeal No 223 of 1959 ,NONE
fa7da703a0bd4cc1aad91ed269d76a92,3163,3341, Appeal by special leave from the judgment and ordered dated April 14 1959 of the former Bombay High Court Rajkot Branch at Rajkot in Criminal Appeal No 84 of 1958 ,NONE
cec61667e82a4475b498edfda9c4c3a5,3341,3390, Nur ud din Ahmed and K L Hathi for appellant ,NONE
d1ed81df61ce4253ad9fae4cf2d12874,3390,3438, H R Khanna and R H Dhebar for respondent ,NONE
7221726cc9d44574afa2ae85295b1565,3438,3445, 1962 ,NONE
8e9237e22b4e4b5ba66a501129be1e39,3446,3457,January 24 ,NONE
ba243a5310c540a6b181dbf6a66a4471,3458,3507,The Judgment of the Court was delivered by KAPUR ,NONE
2587ae385d1242fba78c5f1c38d54bc9,3508,3514,J The,RLC
a77ae199f0b343d7a1c2672a01a6e6a2,3515,3803,appellant and two others were convicted by the Additional Sessions Judge Gohilwad under ss 302 and 201 of the Indian Penal Code for the murder of Kanji and they were sentenced to imprisonment for life under the former section and to seven years rigorous imprisonment under the latter ,RLC
c783f0109f3b43c8b8bf685362b9c28d,3804,3833,The sentence were concurrent ,RLC
d80ff688434045eca6c316ba97911939,3834,3976,On appeal the High Court set aside the convictionof Nanji Ravji but upheld the convictions and sentences of the appellant and Karamshi Bhawan ,RLC
89330a42cfc342b7958946a3465081d9,3976,4041, The appellant has Come in appeal to this Court by Special leave ,FAC
b4eeca04f7a34db0b3ba12dfb0db8e16,4041,4300, The deceased Kanji was rather an unsavoury character in village Chiroda and it is alleged that he had a illicit connection with Shrimati Shantu the sister of Karamshi and also used to follow about Smt Baghu the sister of the appellant for a similar object ,FAC
f9c975ea5c4040479d867f9c1ad161ce,4301,4452,It is stated that five days before the occurrence the appellant Karsan Karamshi Nanji and Gumansinh approver met and decided to murder the appellant ,FAC
9517f135156c4b00939ca21e2ebd8466,4453,4593,With that object in view Gumansinh approver was to decoy the deceased to the Vadi of the appellant and there the murder was to be committed ,FAC
1becba9eb8274b4e854bbd7a6c6a1b56,4594,4758,At about sunset on March 19 1958 the deceased was decoyed to the place as previously arranged and there he was murdered by the appellant who gave him a few blows ,FAC
049b3791e51640beba0e080ee37ec533,4759,4805,with a sharp cutting instrument called Dharia ,FAC
bf49db24a02c4a459d2106b9fd5e4d9f,4806,5028,According to the statement of the approver the dead body was wrapped in the scarf of the deceased and was carried by the appellant from the place of the murder to the dry bed of the river and there it was burried in a pit ,FAC
ba9013c87fa84bf79eb4d06c0d6dce2d,5029,5334,Nothing was heard of the murder or of the deceased till on March 26 1958 a brother of the deceased made a report to the police about his disappearance and that he suspected the three uncles of the appellant subsequently the appellant and the other accused persons were taken into custody by the police ,FAC
9aafadbd6d174575b244666bd50c0da8,5335,5465,One of them while in the custody of the police was allowed to go to the village and he asked the help of Shamji and Manilal P Ws ,FAC
33a458018b4e4c51891c10f0f49639a2,5466,5543,He also made a confession to them and they reported the matter to the police ,FAC
a364a5b947344ddc8ed8697bfecb76b5,5544,5638,On March 31 1958 Gumansinh and Karamshi made confessionswhich were recorded by a Magistrate ,FAC
16c59b9d9dc84833816e35fd26242dcf,5639,5711,Between March 26 and March 31 recoveries of various articles were made ,FAC
71489a21e01f4c5f8de63a27841c9029,5712,5842,At the instance of the appellant it is stated the dead body and then the head of the deceased was recovered from a distant well ,FAC
f6bc13a6ed124a959730eb42a937ef8c,5843,5982,At the instance of Nanji on March 28 1958 a scarf was discovered in the pit in which the dead body was according to the approver buried ,FAC
76f12117a09a4f62be17496a0c8d948c,5983,6137,On the scarf there were some hairs which on analysis by the Chemical Examiner were found to be similar to the hairs of the appellant and of the deceased ,FAC
59e434027e0e44e3a5e61629c518b979,6138,6394,A day previous i e March 27 1958 at the instance of the appellant silver buttons which were stained with human blood were discovered from the field of the appellant at small stick like a button belonging to the deceased was also found at his instance ,FAC
dd0dbabd18f24c71a07668940137b88e,6394,6487, The High Court rejected the confession of Karamshi on the ground that it was not voluntary ,FAC
b7e4ab61c22843bfb58474f721f62806,6487,6891, It acquitted Nanji on the ground that there were no corroboration in regard to him of the approver s statement the place where the dead body was buried was not discovered at his instance his production of stick and shirt and trousers from his house was of no consequence and the oral evidence was contrary to the medical evidence and Karamshi s confessional statement could not be used against Nanji ,RLC
78a72b08aa1c4b349b041b907c13ab3e,6891,7012, In regard to the appellant the High Court accepted the testimony of the approver as being a reliable piece of evidence ,FAC
c3b86ee10dea47d78f68ae61d7f14c96,7013,7148,It attached no importance to the recovery of the cutting instrument Dharia nor to the discovery of the stick Dhoka at his instance ,FAC
f24894242ba8433aa0d448e500bbaa3a,7149,7529,But the High Court did rely upon the discovery of the dead body of the deceased i e the trunk and the head at the instance of the appellant and of the blood stained buttons also at his instance and attached importance to scarf recovered from the pit where the dead body was alleged to have been first buried and which had hairs both of the appellant as well as of the deceased ,FAC
b140135c85154780b5bf2b51db97e92a,7529,7735, It was argued for the appellant that the evidence of the approver even though it had been accepted as true was not corroborated in material particulars connecting the appellant with the offence ,FAC
63f95d1750bc40bca3ad5fa491483a66,7736,7774,On the other hand it was contradicted ,FAC
e55899bb91424ed790983165e713ea3f,7774,8109, The approver had stated that the dead body was buried in a pit in the dry bed of the river but when that pit was dug up the dead body was not found there and only a piece of ulna bone and a heel of a human foot were found and all there recoveries had been made earlier and so could not be called corroborative in material particulars ,FAC
3c63fabaea0049939ea96c0f6ef51154,8109,8277, It was further submitted that there was no evidence to show as to when and how the body of the deceased was removed from the pit dismembered and thrown into the well ,FAC
31fee15d85c444db9a17a6cad9ba4bab,8278,8837,The recovery of the scarf it was pointed out was an innocuous circumstance because on the evidence produced it had not been shown to belong to the appellant but to his father and the evidence of the Chemical Examiner was not sufficient to prove that the hairs on the scarf were of the appellant or of the deceased because the Chemical Examiner was certainly no expert on this matter and his evidence was not admissible under s 45 of the Evidence Act and at the most according to the Chemical Examiner s report the hairs resembled those of the appellant ,FAC
545a417485244fcdbc2fe38489ab7bdb,8838,8944,And secondly according to the approver the dead body of the deceased was wrapped in his own pania scarf ,FAC
7f14daf0c4bf4f27b9d5e17e8c71911e,8945,9200,It was further submitted that the statement in regard to the recovery of the trunk and the head will only show that the appellant knew where the trunk and the head were which at the most would lead to an inference of an offence under 8 201 and not of 8 ,FAC
8ddc3fa3ef0d4971b8f6d8e1620dd0cc,9207,9473,What the law requires in the case of an accomplice s evidence is that there should be such corroboration of the material Parts of the story connecting the accused with the crime as will satisfy reasonable minds that the approver can be regardedas a truthful witness ,ANALYSIS
d1546dddf35947f3a009db732ae3dbc2,9474,9568,The corroboration need not be direct evidence of the commission of the offence by the accused ,ANALYSIS
bd9b16be85614659ad69d175d654572e,9569,9760,If it is merely circumstantial evidence of his connection with the crime it will be sufficient and the nature of the corroboration will depend on and vary with the circumstances of each case ,ANALYSIS
3198f9e97a534c25ae5848e9393f5a6e,9761,9816,Vemireddy Satyanarayan Reddy v The State of Hyderabad ,PRE_RELIED
a98682f3058c4ce8a641f50d5948d64f,9816,9950, The confessional statement made by the approver on March 31 1958 gave the following facts connecting the appellant with the murder ,ANALYSIS
a40b0cde26b24c61860218ed250555eb,9950,10002, 1 The appellant gave dharia blow to the deceased ,ANALYSIS
90855b0ff9a7455eb82fe33fbc41e9c4,10003,10132,The dharia had already been discovered and it has been disregarded from the evidence by the High Court as being of no importance ,ANALYSIS
db36d677c13a47249a953411794d97a4,10133,10228,The next thing stated by the approver was that the deceased s body was tied in a pania scarf ,ANALYSIS
ca243244551a4bb5b36f7d376b0d3576,10229,10309,He did not state that the scarf in which it was bound belonged to the appellant ,ANALYSIS
2ff42f5d4cfe423ebfc6c213b6a2aadb,10310,10537,The next fact stated by him was that the appellant carried the body of the deceased and then it was buried in a pit and lastly he stated that the appellant had told him that the head of the deceased had been thrown into a well ,ANALYSIS
8490a94cc9e6435a94f6263f07f8b407,10538,10717,None of these recoveries in the circumstances of this case are corroborative of the statement of the approver to the extent of connecting the appellant with the offence committed ,ANALYSIS
579a5807f7f246ce8977e860ba2f6189,10718,10886,On the other hand they are somewhat contradictory of the statement because the pania scarf which was found in the pit has now been stated to belong to the appellant ,ANALYSIS
f329ff48f82c45d9aa72e64577487a40,10887,11014,The dead body was not found in the pit the head had already been discovered and the trunk had also been taken out of the well ,ANALYSIS
ade4c89feb06435db455bfc9475755d5,11015,11150,In these circumstances it was submitted that the approver s statement cannot be said to have been corroborated in material particulars ,ANALYSIS
4001ee41ecc5463984916985e0ed64e6,11150,11301, But there are other circumstances which have to be considered even if the evidence of the approver is held not to be very helpful to the prosecution ,ANALYSIS
484db73f63c94bfa8f134c9df3760146,11302,11727,Firstly there is the pointing out ofthe dead body by the appellant from the well secondly the discovery of the blood stained stained with human blood buttons at the instance of the appellant i thirdly the scarf which has been held to belong to the appellant and which was found from the pit pointed out by the co accused Nanji and fourthly by the presence of the hairs of the appellant and of the deceased on that scarf ,ANALYSIS
a05bf382e5754a9794a02b2c2ad05963,11727,11922, The mere fact that the dead body was pointed out by the appellant or was discovered as a result of a statement made by him would not necessarily lead to the conclusion of the offence of murder ,ANALYSIS
16ff4fb1c32340cca640f8f65138be59,11922,11985, But there are other circumstances which have to be considered ,ANALYSIS
e4e903057e644e7db72896fd83adb923,11986,12393,The discovery of the buttons with bloodstains at the instance of the appellant is a circumstance which may raise the presumption of the participation of the appellant in the murder In Wasin Khan v The State of Uttar Pradesh 1 it was held that the recent and unexplained possession of stolen property would be presumptive evidence against a prisoner on a charge of robbery as also of a charge of murder ,PRE_RELIED
6b7ad0ff333f48a488f05bf5addc8a9f,12394,12448,But it must depend upon the circumstance of each case ,ANALYSIS
a9287a49cbd141389291373b8aff52f8,12449,12534,The third piece of evidence to be considered is the recovery of the pania i e scarf ,ANALYSIS
86511d0990d1456a8504ce334e9d4f16,12535,12656,No doubt there is no statement by the approver that the scarf in which the dead body was taken was that of the appellant ,ANALYSIS
ff39780ef65c4d19a28939560ef99155,12656,12779, But a scarf has been found which the High Court has held as belonging to the appellant and hairs were found on that scarf ,ANALYSIS
e1a32e7d13bc40b4a6b246750ed74999,12780,12971,It was argued that the finding of the hairs was of no consequence and at least the Chemical Examiner was not he proper expert who could depose as to the similarity or other wise of the hairs ,ANALYSIS
93fa8ffad2734a33acf47eafec8a6e33,12972,13241,The writers on medical jurisprudence however have stated that from the microscopic examination of the hairs it is possible to say whether they are of the same or of different colours or sizes and from the examination it may help in deciding where the hairs come from ,ANALYSIS
d927f7f070d04ea7b95a69a3124bfb34,13242,13399,InTaylor s Medical Jurisprudence 1956 Edn Vol 1 at page 122 sine cases are given showing that hairs were identified as belonging to particular persons ,ANALYSIS
899585a0655f4d538609a6f516c653fc,13399,13537, Thus we have besides the evidence of the approver three important facts which connect the appellant with the commission of the offence ,ANALYSIS
0d08bf211b1e4783bbb5f37273ab96b8,13538,13758,His pointing out the dead body his pointing out the silver buttons of the deceased which were stained with human blood and the presence of his hairs on a pania scarf on which there were the hairs of the deceases also ,ANALYSIS
c492b24f68e64e44966697ad1a1576b3,13759,13909,In our opinion this would be sufficient evidence in the circumstances of the present case to connect the appellant with the commission of the offence ,RATIO
e01e2033b54f4f6080fad3678e33597f,13909,13945, We therefore dismiss the appeal ,RPC
ff118539cfd74f5583c84971ca75ddd4,13945,13981, Appeal dismissed ,RPC
9c0f0a14160248e09c357fedfebcbd5e,0,85,PETITIONER COMMISSIONER OF INCOME TAX ASSAM TRIPURA MANIPUR NAGALAN Vs ,PREAMBLE
cb1b51b426434ec78cf831c3b44c4453,85,128, RESPONDENT M S RAMESHWARI LAL SANWARMAL,PREAMBLE
98cea976d37b499b82a38205c487b89d,128,156, DATE OF JUDGMENT22 09 1971,PREAMBLE
8627a74093ca4c6da73de8a956e7fcc4,156,164, BENCH ,PREAMBLE
232beb2786394b69bfb398794e5632dc,166,818,ACT Income tax Act 1922 ss 27 and 34 3 Assessment on S as individual set aside under s 27 and fresh assessment made on S as karta of H U F Fresh assessment is on a different assessee and not one under s 27 Cannot claim protection of s 34 3 2nd proviso Income tax Act 1922 s 2 6A Shares of company in which public are not substantially interested Held in name of karta in H U F Loan to karta by company whether liable to be treated as dividend under s 2 6A HEADNOTE In connection with the assessment year 1955 56 the Income tax Officer issued notice under s 22 2 of the Income tax Act 1922 to S in the status of an individual ,PREAMBLE
6816c62970de4ad78fc5c24d4500a3b8,819,877,He submitted a return in the status of karta of his H U F ,PREAMBLE
1233804bd1604528be37ef9b91df9a05,878,973,The Income tax Officer passed an ex parte assessment order on him as individual under s 23 4 ,PREAMBLE
6eea9ee1781b4f27bebc8143d77511cc,974,1053,The assessment was however set aside on S s application under s 27 of the Act ,PREAMBLE
95fb39b120b045ca8eeb01907e91c12e,1054,1173,A fresh assessment was made on the H U F on February 6 1961 on the basis of the return submitted by S in that status ,PREAMBLE
ee4e23abfe41423aaf32f3360ac6a904,1174,1263,This assessment was made after the period of four years mentioned in s 34 3 of the Act ,PREAMBLE
6621371b8a964052934deb55bb5b4c31,1264,1443,The question in appellate and reference proceedings was whether the latter assessment was one under s 27 and therefore protected as regards limitation under s 34 3 2nd proviso ,PREAMBLE
523156a3794347e197b0bf54015477e9,1443,1585, In the previous years relevant to the assessment years 1955 56 and 1956 57 certain loans were advanced to the aforesaid H U F by a company ,PREAMBLE
b16e223d3f5e432c9dcba8237d82d58a,1586,1648,The tribunal found that S held certain shares in that company ,PREAMBLE
c006751003564da3aa8b4586ffaf8751,1649,1725,Its further finding was that he held these shares as the karta of his H U F ,PREAMBLE
a0d6337e2a284e509ed1bd3ea85e464f,1726,2097,The company being one in which the public were not substantially in terested the question was whether these loans could be considered as belonging to S and therefore any loan given by the company to S could not come within the scope of cl 3 to s 2 6A HELD i The return submitted by S in respect of the year 1955 56 was in his capacity as karta of his family ,PREAMBLE
19ec5e497d4447babd018aa1d1bae3c3,2098,2139,The status shown in the return was H U F ,PREAMBLE
8ec44a9fd85e4ac4939f24ccbd8ebeb3,2140,2190,He filed no return in the status of an individual ,PREAMBLE
dc08b683153e4c7dbd832214d1dbbb40,2191,2232,The two capacities are totally different ,PREAMBLE
9a735e63fb814b6e98858d4ac7a9f274,2233,2278,The ex parte order was made against S in the ,PREAMBLE
c366c66bde8d4c56bacb5bd9f82ed6cb,2278,2284,status,PREAMBLE
5e0e1faac1f94e4e86a56f11ce4803c4,2285,2301,of an individual,PREAMBLE
1a6685ece7904e36a155e31a26f7333e,2301,2396, What was set aside under s 27 was the assessment made on him in the status of an individual ,PREAMBLE
11e0b2647aad4756892acbf717827480,2396,2453, There was no assessment against H U F and there was no ,PREAMBLE
0f2b0c8f73b94888a84f47d56f979124,2453,2461,question,PREAMBLE
c442bacddfeb4179b2c063a8539058de,2462,2513,of setting aside any assessment made against H U F ,PREAMBLE
d801ad1bb754463ba65577d69265d1bd,2514,2650,On February 6 1961 the H U F was assessed for the first time though the Income tax Officer wrongly called it as a fresh assessment ,PREAMBLE
ea10f12875ab48c0839b54ee3c0146d3,2651,2796,On the facts established it was not possible to come to the conclusion that the assessment made against the H U F was an assessment under s 27 ,PREAMBLE
9a56c106d5a34ee3a9367068a5e0deed,2797,2898,That being so the assessment made against the H U F on February 6 1961 was clearly barred by time ,PREAMBLE
fc4e63f9c2174219bef05405d0bdcb10,2899,2996,The High Court was accordingly justified in answering the first question against the Department ,PREAMBLE
64606553d0244d609b386c64b351d401,2997,3004, 858 D ,PREAMBLE
ebbe33550c7b4a07ba70228ed3fc3279,3004,3015,G ii Since,PREAMBLE
a0911bef85fc4331aa1d30440ed65ce6,3016,3144,the High Court had not gone into the question whether the shares were held by S in his individual capacity or as karta of H U F ,PREAMBLE
ec263e16ea504971a9ad7e6538381a10,3144,3269, this Court had to proceed on the basis of the finding of the Tribunal that he held those shares as the karta of his family ,PREAMBLE
351b4dceae4f43e98628648c23b1d6f9,3270,3500,This Court held in Kishanchand Lunidasing Bajaj s case that when the shares acquired with the funds of H U F were held in the name of the karta the H U F could be assessed to tax under the Act on the dividend from those shares ,PREAMBLE
7b085ddff97147dd93704dabab50f4cf,3501,3617,In view of that decision the loan in question must be held to be dividend within the meaning of cl e of s 2 6A ,PREAMBLE
8d4a7962b7504d9f84913521100a9fcb,3618,3845, The Court however made it clear that the loan granted in the account year previous to the assessment year 1955 56 could not be brought to tax because assessment in respect of that year was not made within the time prescribed ,PREAMBLE
ae508263438c4ac9be709b961f893102,3846,3855, 859 B H ,PREAMBLE
f903435c95044c389924a1dcb0a7fcdb,3855,3930, Kishanchand Lunidasing Bajaj v C I T Bangalore 60 I T R 500 applied ,PREAMBLE
cb92c0b8a160453598bd86a8c7d7487f,3930,3941, JUDGMENT ,PREAMBLE
f2c9e333fc5848f9aa0b01307ef568eb,3941,4040, CIVIL APPELLATE JURISDICTION Civil Appeals Nos 1956 and 1957 of 1969 and 1426 and 1427 of 1971 ,NONE
653300d8f92f44b4940bc7bceac692f8,4041,4200,Appeals by certificate special leave from the judgment and order dated May 10 1965 of the Assam and Nagaland High Court in Income tax Reference No 2 of 1964 ,NONE
aab4d70a5eed407d8bc3bb10027a6020,4200,4275, S C Manchanda and R N Sachthey for the appellant in all the appeals ,NONE
2c2ab4420a8047ebb408fd074b57c9b6,4275,4331, O P Khaitan for the respondent in all the appeals ,NONE
d3ca8749e28845eeaf530938ee710591,4331,4384, The Judgment of the Court was delivered by Hegde J ,NONE
782aa9c0c8984d85a75d77d2c7279015,4384,4557, Civil Appeals Nos 1956 57 of 1969 by certificates have become infructuous as the certificates on the strength of which those appeals were brought were not properly issued ,FAC
920c38db2a52454ea563a6cb52c30030,4558,4727,To get over that difficulty the Commissione of Income tax applied for and obtained special leave to appeal against the judgment of the High Court of Assam and Nagaland ,FAC
3c87a3cc240842e9be6bb47aaa04ada8,4728,4833,The appeals filed on the basis of the special leave granted are Civil Appeals Nos 1426 and 1427 of 1971 ,FAC
2b5368ffa49f41dab223fc6f6a8301b1,4833,4886, At present we are only concerned with those appeals ,NONE
88d718c2048e4c5ba067238993e83c03,4886,5030, The judgment under appeal is one rendered in a reference under s 66 1 of the Indian Income tax Act 1922 to be hereinafter called the Act ,FAC
f63c5ec95b9642b1b858a1b13575746f,5031,5162,The Income tax Appellate Tribunal after stating the case referred the following six questions for the opinion of the High Court 1 ,ISSUE
c77dc69bdcb3429f832749e248ae2693,5163,5535,Whether on the facts and in the circumstances of the case and upon a true interpretation of the provisions of the Second proviso to s 3 4 3 the assessment for the year 1955 56 on the applicant Hindu undivided family made on 6 2 1961 pursuant to an order under section 27 cancelling the assessment of Shri S M Saharia as an individual was barred by limitation ,ISSUE
38aef5bb8f9a44abbf9e1dc5e3356832,5536,5712, 2 Whether on the facts and in the circumstances of the case and on a true interpretation of the terms of section 2 6A e of the Income tax Act 1922,ISSUE
c48e269abdaa45fe9b18088c14a1497d,5712,6161, the Tribunal was right in holding that the amounts of Rs 2 21 702 gross and Rs 3 43 5 05 net were taxable as dividends in the hands of the applicant H U F for the assessment years 1955 56 and 1956 57 respectively when the shares were registered in the name of Sri S M Saharia the Karta of the family 3 Whether on the facts and in the circumstances of the case,ISSUE
b8acd83fbe9745dcb98d8d1d71686c3d,6161,6435, there was any material before the Tribunal to justify the conclusion that Sri S M Saharia was holding shares in Messrs Shyam Sunder Tea Co Private Ltd in his capacity as Karta of the applicant family consistingof himself and his minor son ,ISSUE
ffbf25287c5c4a1db4765a493e4187f4,6435,6806, 4 Whether on the facts and in the circumstances of the case there was any material before the Tribunal for the finding that the applicant family was the beneficiary up till 1678 1955 in respect of 50 shares registered in the name of Sri S M Saharia on 16 5 1953 before the disruption in the joint status of the family of Hanutram Ramprotap ,ISSUE
d0c62c040e104a3e93f089aef35134e6,6806,7581, 5 Whether on the facts and in the circumstances of the Case the Tribunal was justified in holding that the Hindu undivided family of Hanutram Ramprotap was no a shareholder in M s Shyam Sundar Tea Company P Ltd up till 16 8 1955 6 Whether on the facts and in the circumstances of the case in computing the accumulated profits of Messrs Shyam Sunder Tea Co P Ltd within the meaning of Section 2 6A e the Tribunal acted rightly in refusing to allow a deduction in respect of loans advanced by the said Company to the erstwhile family of Messrs Hanutram Ramprotap which amounted to Rs 3 60 989 as at 31 12 1954 and increased to Rs 3 80 567 a at 16 8 1955 and written off at the end of the year 1 955 ,ISSUE
4a9348a081b34705a91e2f57b503b466,7607,7861, b deduction in respect of Rs 51 049 and Rs 66 206 for the assessment years 1955 56 and 1956 57 respectively being the difference between the written down value of depreciable assets of the said Company as per income tax records and their book value ,ISSUE
38a12214a9294393b61e8848b2b89448,7861,8105,The High Court has answered the first two questions in favour of the assessee and it did not go into the other questions as it opined that in view of the answers given to the second questions there was no need to answer the remaining questions ,RLC
412ea58d7000410fb8ad6b670a605c23,8106,8303,For the reasons to be presently stated we have come to the conclusion that the answer given by the High Court to the first question is correct and that given by it to the second question is wrong ,ANALYSIS
fcd44a54c53d42c594118175a6a67cf8,8304,8439,As a result of our finding the appeal relating to the assessment year 1955 56 viz Civil Appeal No 1426 of 1971 has to be dismissed ,ANALYSIS
d93f37bc70674b5baa7566387524b684,8440,8609,But the appeal relating to the assessment year 1956 57 should be allowed and the case remitted to the High Court for answering the questions that remain to be answered ,ANALYSIS
b838a04236be41ccbeab9ff1844a7987,8610,8673,Let us first refer to the facts relating to the first question ,ANALYSIS
4cd2547d294f42129e17d89e476487bb,8674,8840,As mentioned earlier this question exclusively relates to the assessment year 1955 56 the relevant previous year being Ramnaami year 2011 ending on March 31 1955 ,ANALYSIS
d8ef5341b16e49a292cd3873f6ea69e9,8841,9004,In respect of that assessment the Income tax Officer issued a notice under S 22 2 to Shri Sanwamal Saharia in the status of an individual on December 27 1955 ,ANALYSIS
a0ee042da2a14cf0ade31cf7196255a1,9004,9070, He submitted a return on October 29 1959 on behalf of his H U F ,ANALYSIS
bac2c39ec16346609bdd8cb0221af9db,9071,9231,On February 29 1960 the Income tax Officer passed an ex parte assessment order on him as individual under s 23 4 without issuing any notice under s 23 2 ,ANALYSIS
3a71242cabc3433f988acb96575d543f,9232,9327,On March 22 1960 Saharia filed an application under s 27 to cancell the ex parte assessment ,ANALYSIS
37118c1a421642fd90833f12f73cc286,9328,9433,On December 16 1960 the Income tax Officer set aside the order of assessment made on February 29 1960 ,ANALYSIS
329b524be7204806bc4c8359375193d1,9434,9501,Therein he stated that fresh assessment will be made in due course ,ANALYSIS
351574f1f0bd46bc8d7b365439cca269,9502,9616,An assessment was made on the H U F on February 6 1961 on the basis of the return submitted on October 29 1959 ,ANALYSIS
7f8ab72405c3407e8150a3c03778188d,9617,10094,Prima facie this assessment is barred by s 34 3 which says No order of assessment or reassessment other than an order of assessment under section 23 to which clause c of sub section 1 of section 28 applies or an order of assessment or reassessment in cases falling within clause a of sub section 1 or sub section 1A of this section shall be made after the expiry of four years from the end of the year in which the income profits or gains were first assessable ,STA
d7fb63ecb1024453923df0025b7dd86d,10094,10288, It is not the case of the Department that the assessment in question either falls under clause c of sub section 1 of section 28 or clause a of subsection 1 or sub section 1A of s 34 ,ANALYSIS
4bc2c73cc45f47b4ac27061c4b8ca70c,10289,10364,Therefore the Department cannot take any assistance from the main s 34 3 ,ANALYSIS
1de4704bba8646abade9ee6408c32d71,10365,10513,But in support of its contention that the assess ment was made within time reliance was placed by the Department on the second proviso to s 34 3 ,ANALYSIS
d50c7875361943deb57d9a786358c9ad,10514,11094,That proviso reads Provided further that nothing contained in this section limiting the time within which any action may be taken or any order assessment or reassessment may be made shall apply to reassessment made under section 27 or to an assessment or reassessment made on the assessee or any person in consequence of or to give effect to any finding or direction contained in an order under section 31 section 33 section 33A section 33B section 66 or section 66A What was contended on behalf of the Department is that the reassessment in this case was made under s 27 ,ANALYSIS
106c73521ac044ca88f39a536e8358d0,11095,11194,That contention has been upheld by the Appellate Assistant Commissioner as well as by the Tribunal ,ANALYSIS
4ba4521ddbe94eb9988622d302e4923d,11195,11295,But the High Court has come to the conclusion that the reassessment was not made under that section ,ANALYSIS
4db99f5d639044b9931cc8756440bdf6,11295,11434, To recapitulate the facts which we have earlier mentioned the return submitted by Saharia was in his capacity as the karta of his family ,ANALYSIS
a24248e901114a3a8f245020c3385e41,11435,11475,The status shown in the return is H U F ,ANALYSIS
94ab5175299e41efa738555f53a9972a,11476,11526,He filed no return in the status of an individual ,ANALYSIS
73e1aa1c2c15481eb8e2a88065bfd42b,11526,11613, The same person can be taxed both as an individual as well as the karta of his family ,ANALYSIS
b58f1ffa70a94226b3343273c44520f9,11614,11655,The two capacities are totally different ,ANALYSIS
3c6c209ccdf047e4b58bc3eac4afa21b,11656,11766,The liability to be taxed as an individual is different from the liability to be taxed on behalf of his H U F ,ANALYSIS
bde0b718ff1c469b898c2cf7568b0d7a,11767,11837,The individual and the H U F are totally different units of taxation ,ANALYSIS
f324a534ab354fedaca396fd09456588,11838,11871,They are two different assessees ,ANALYSIS
ab00961235d340e18ef134360399db53,11872,11968,The ex parte order was made on February 29 1960 against Saharia in the status of an individual ,ANALYSIS
475e371706d847149d7336fe9f8cfac8,11969,12062,What was set aside under s 27 was the assessment made on him in the status of an individual ,ANALYSIS
41061366ceef40db9369af5bee3ae270,12063,12101,There was no assessment against H U F ,ANALYSIS
9b393cfea1a9421c93b6d14b838d70cc,12102,12181,Hence there was no question offsetting aside any assessment made against H U F ,ANALYSIS
c7892e1c0adf4a7db7a8a3838fe238c3,12182,12314,On February 6 1961 the H U F was assessed for the first time though the Income tax officer wrong called it as a fresh assessment ,ANALYSIS
32c1c1293bcd4c14b1fbc320ed75a0b7,12315,12462,On the facts established it is not possible to come to the conclusion that the assessment made a against the H U F was an assessment under s 27 ,ANALYSIS
51781e4b155548bbb978340c9d65f356,12463,12653,That being so the assessment made against the H U F on February 6 1961 is clearly barred by time Hence the High Court was justified in answering the first question against the Department ,ANALYSIS
12ffef36d63f4c2b82da67191f53182c,12653,12796, Now coming to the second question the relevant facts are these In the relevant previous years to the assessment years 1955 56 and 1956 57 ,ANALYSIS
61deef03482b4a7d986974740626a4d5,12797,12899,certain loans had been advanced to the H U F by a company known as M s Shyam Sunder Tea Co P Ltd ,ANALYSIS
4d6a10e5251045d48dc657af8371bd8c,12900,12977,The Tribunal has found that Saharia had held certain shares in that company ,ANALYSIS
88f663b87c2443ec8c424d5484d61f01,12978,13052,Its further finding is that he held those shares as thekarta of his H U F ,ANALYSIS
f3c31b8980634cd39bba9bc33b6daa7e,13053,13195,Therefore the question that arose for decision was whether those loans can be considered as dividends as provided in clause e of s 2 6A ,ANALYSIS
